#string_protein_id	preferred_name	protein_size	annotation
204669.Acid345_1159	ABF40162.1	179	annotation not available
204669.Acid345_1160	trpA	261	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3-phosphate. 
204669.Acid345_1161	ABF40164.1	86	annotation not available
204669.Acid345_1162	ABF40165.1	286	annotation not available
204669.Acid345_1163	ABF40166.1	235	annotation not available
204669.Acid345_1164	ABF40167.1	229	annotation not available
204669.Acid345_1165	ABF40168.1	325	annotation not available
204669.Acid345_1166	ABF40169.1	756	annotation not available
204669.Acid345_1167	ABF40170.1	251	annotation not available
204669.Acid345_1168	ABF40171.1	136	annotation not available
204669.Acid345_1169	ABF40172.1	619	annotation not available
204669.Acid345_1170	ABF40173.1	161	annotation not available
204669.Acid345_1171	ABF40174.1	351	annotation not available
204669.Acid345_1172	ABF40175.1	64	annotation not available
204669.Acid345_1173	ABF40176.1	197	annotation not available
204669.Acid345_1174	ABF40177.1	216	annotation not available
204669.Acid345_1175	mtnA	354	Catalyzes the interconversion of methylthioribose-1-phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1-P). 
204669.Acid345_1176	pyrE	195	Catalyzes the transfer of a ribosyl phosphate group from 5- phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)
204669.Acid345_1177	Methylation	178	annotation not available
204669.Acid345_1178	ABF40181.1	539	annotation not available
204669.Acid345_1179	ABF40182.1	141	annotation not available
204669.Acid345_1180	ABF40183.1	540	annotation not available
204669.Acid345_1181	ABF40184.1	238	annotation not available
204669.Acid345_1182	ABF40185.1	326	annotation not available
204669.Acid345_1183	ABF40186.1	79	annotation not available
204669.Acid345_1184	ABF40187.1	81	annotation not available
204669.Acid345_1185	ABF40188.1	107	Belongs to the bacterial histone-like protein family. 
204669.Acid345_1186	dcd	184	Catalyzes the deamination of dCTP to dUTP. 
204669.Acid345_1187	ABF40190.1	156	annotation not available
204669.Acid345_1188	ABF40191.1	128	annotation not available
204669.Acid345_1189	ABF40192.1	366	annotation not available
204669.Acid345_1190	ABF40193.1	272	annotation not available
204669.Acid345_1191	ABF40194.1	173	annotation not available
204669.Acid345_1192	ABF40195.1	242	annotation not available
204669.Acid345_1193	recO	244	Involved in DNA repair and RecF pathway recombination. 
204669.Acid345_1194	glyQ	333	annotation not available
204669.Acid345_1195	glyS	729	annotation not available
204669.Acid345_1196	ABF40199.1	912	Belongs to the PEP-utilizing enzyme family. 
204669.Acid345_1197	ABF40200.1	300	annotation not available
204669.Acid345_1198	ABF40201.1	278	annotation not available
204669.Acid345_1199	ABF40202.1	240	annotation not available
204669.Acid345_1200	ABF40203.1	167	annotation not available
204669.Acid345_1201	ABF40204.1	677	annotation not available
204669.Acid345_1202	ABF40205.1	195	annotation not available
204669.Acid345_1203	ABF40206.1	198	annotation not available
204669.Acid345_1204	aspS	601	Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction: L-aspartate is first activated by ATP to form Asp- AMP and then transferred to the acceptor end of tRNA(Asp). 
204669.Acid345_1205	hisS	441	annotation not available
204669.Acid345_1206	ABF40209.1	171	annotation not available
204669.Acid345_1208	rpsU	65	Belongs to the bacterial ribosomal protein bS21 family. 
204669.Acid345_1209	ABF40211.1	151	annotation not available
204669.Acid345_1210	ABF40212.1	146	annotation not available
204669.Acid345_1211	ABF40213.1	495	annotation not available
204669.Acid345_1212	ABF40214.1	293	annotation not available
204669.Acid345_1213	ABF40215.1	260	annotation not available
204669.Acid345_1214	ribH	309	Catalyzes the formation of 6,7-dimethyl-8-ribityllumazine by condensation of 5-amino-6-(D-ribitylamino)uracil with 3,4-dihydroxy-2- butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin
204669.Acid345_1215	nusB	146	Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons. 
204669.Acid345_1216	ABF40218.1	87	annotation not available
204669.Acid345_1217	ABF40219.1	124	annotation not available
204669.Acid345_1218	ABF40220.1	233	annotation not available
204669.Acid345_1219	ABF40221.1	738	annotation not available
204669.Acid345_1220	ABF40222.1	609	annotation not available
204669.Acid345_1221	rpsL	124	With S4 and S5 plays an important role in translational accuracy
204669.Acid345_1222	rpsG	157	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA
204669.Acid345_1223	fusA	697	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post-translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome
204669.Acid345_1224	tuf1	395	This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis. 
204669.Acid345_1225	rpsJ	123	Involved in the binding of tRNA to the ribosomes. 
204669.Acid345_1226	rplC	244	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit
204669.Acid345_1227	rplD	217	One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome
204669.Acid345_1228	rplW	98	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome
204669.Acid345_1229	rplB	275	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity; this is somewhat controversial. Makes several contacts with the 16S rRNA in the 70S ribosome. 
204669.Acid345_1230	rpsS	96	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA
204669.Acid345_1231	rplV	167	This protein binds specifically to 23S rRNA; its binding is stimulated by other ribosomal proteins, e.g. L4, L17, and L20. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity)
204669.Acid345_1232	rpsC	223	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation
204669.Acid345_1233	rplP	139	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs
204669.Acid345_1234	rpmC	91	Belongs to the universal ribosomal protein uL29 family. 
204669.Acid345_1235	rpsQ	101	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA
204669.Acid345_1236	rplN	123	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome
204669.Acid345_1237	rplX	109	One of two assembly initiator proteins, it binds directly to the 5'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit
204669.Acid345_1238	rplE	220	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits; this bridge is implicated in subunit movement. Contacts the P site tRNA; the 5S rRNA and some of its associated proteins might help stabilize positioning of ribosome-bound tRNAs
204669.Acid345_1239	rpsZ	78	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site
204669.Acid345_1240	rpsH	133	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit
204669.Acid345_1241	rplF	179	This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7/L12 stalk, and near the tRNA binding site of the peptidyltransferase center
204669.Acid345_1242	rplR	124	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance
204669.Acid345_1243	rpsE	169	With S4 and S12 plays an important role in translational accuracy
204669.Acid345_1244	rpmD	74	annotation not available
204669.Acid345_1245	rplO	144	Binds to the 23S rRNA
204669.Acid345_1246	secY	463	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently. 
204669.Acid345_1247	adk	236	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism
204669.Acid345_1248	map	250	Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed
204669.Acid345_1249	infA	72	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre-initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initiation complex. 
204669.Acid345_1250	rpmJ	41	Belongs to the bacterial ribosomal protein bL36 family. 
204669.Acid345_1251	rpsM	127	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits; these bridges are implicated in subunit movement. Contacts the tRNAs in the A and P-sites. 
204669.Acid345_1252	rpsK	142	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine- Dalgarno cleft in the 70S ribosome
204669.Acid345_1253	ABF40255.1	114	annotation not available
204669.Acid345_1254	rpsD	209	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit. 
204669.Acid345_1255	rpoA	368	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. 
204669.Acid345_1256	rplQ	161	annotation not available
204669.Acid345_1257	ABF40259.1	103	annotation not available
204669.Acid345_1258	ABF40260.1	206	annotation not available
204669.Acid345_1259	ABF40261.1	170	annotation not available
204669.Acid345_1260	guaB	499	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate-limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth. 
204669.Acid345_1261	ABF40263.1	258	annotation not available
204669.Acid345_1262	ABF40264.1	265	annotation not available
204669.Acid345_1263	ABF40265.1	152	annotation not available
204669.Acid345_1264	glyA	426	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF-independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism
204669.Acid345_1265	ABF40267.1	376	annotation not available
204669.Acid345_1266	ABF40268.1	250	annotation not available
204669.Acid345_1267	proB	258	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate
204669.Acid345_1268	proA	409	Catalyzes the NADPH-dependent reduction of L-glutamate 5- phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5-carboxylate. 
204669.Acid345_1269	ABF40271.1	400	Belongs to the GcvT family. 
204669.Acid345_1270	ABF40272.1	555	annotation not available
204669.Acid345_1271	ABF40273.1	530	annotation not available
204669.Acid345_1272	rtcA	355	Catalyzes the conversion of 3'-phosphate to a 2',3'-cyclic phosphodiester at the end of RNA. The mechanism of action of the enzyme occurs in 3 steps: (A) adenylation of the enzyme by ATP; (B) transfer of adenylate to an RNA-N3'P to produce RNA-N3'PP5'A; (C) and attack of the adjacent 2'-hydroxyl on the 3'-phosphorus in the diester linkage to produce the cyclic end product. The biological role of this enzyme is unknown but it is likely to function in some aspects of cellular RNA processing
204669.Acid345_1273	ABF40275.1	409	annotation not available
204669.Acid345_1274	ABF40276.1	566	annotation not available
204669.Acid345_1275	ABF40277.1	238	annotation not available
204669.Acid345_1276	ABF40278.1	190	annotation not available
204669.Acid345_1277	Bacterioferritin	156	Iron-storage protein, whose ferroxidase center binds Fe(2+) ions, oxidizes them by dioxygen to Fe(3+), and participates in the subsequent Fe(3+) oxide mineral core formation within the central cavity of the protein complex
204669.Acid345_1278	ABF40280.1	429	annotation not available
204669.Acid345_1279	ABF40281.1	416	annotation not available
204669.Acid345_1280	ABF40282.1	433	annotation not available
204669.Acid345_1281	ABF40283.1	123	Belongs to the UPF0145 family
204669.Acid345_1282	ABF40284.1	477	annotation not available
204669.Acid345_1283	ABF40285.1	344	annotation not available
204669.Acid345_1284	ABF40286.1	121	annotation not available
204669.Acid345_1285	ABF40287.1	913	annotation not available
204669.Acid345_1286	lysS	508	Belongs to the class-II aminoacyl-tRNA synthetase family. 
204669.Acid345_1287	nuoA	118	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
204669.Acid345_1288	ABF40290.1	227	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. 
204669.Acid345_1289	nuoD1	381	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
204669.Acid345_1290	nuoH1	426	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone. 
204669.Acid345_1291	nuoI1	152	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
204669.Acid345_1292	ABF40294.1	169	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. 
204669.Acid345_1293	nuoK1	101	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
204669.Acid345_1294	ABF40296.1	710	annotation not available
204669.Acid345_1295	ABF40297.1	559	annotation not available
204669.Acid345_1296	nuoN1	511	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
204669.Acid345_1297	ABF40299.1	261	annotation not available
204669.Acid345_1298	ABF40300.1	139	annotation not available
204669.Acid345_1299	atpB	245	Key component of the proton channel; it plays a direct role in the translocation of protons across the membrane. 
204669.Acid345_1300	atpE	104	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation
204669.Acid345_1301	ABF40303.1	110	annotation not available
204669.Acid345_1302	ABF40304.1	282	annotation not available
204669.Acid345_1303	nuoN2	492	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
204669.Acid345_1304	ABF40306.1	521	annotation not available
204669.Acid345_1305	ABF40307.1	676	annotation not available
204669.Acid345_1306	nuoK2	103	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
204669.Acid345_1307	ABF40309.1	166	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. 
204669.Acid345_1308	nuoH2	354	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone. 
204669.Acid345_1309	ABF40311.1	788	Belongs to the complex I 75 kDa subunit family. 
204669.Acid345_1310	ABF40312.1	100	annotation not available
204669.Acid345_1311	ABF40313.1	439	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. 
204669.Acid345_1312	ABF40314.1	160	annotation not available
204669.Acid345_1313	nuoD2	401	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
204669.Acid345_1314	nuoC	165	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
204669.Acid345_1315	ABF40317.1	135	NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
204669.Acid345_1316	ABF40318.1	192	annotation not available
204669.Acid345_1317	ABF40319.1	66	annotation not available
204669.Acid345_1318	ABF40320.1	141	annotation not available
204669.Acid345_1319	ABF40321.1	174	annotation not available
204669.Acid345_1320	ABF40322.1	87	annotation not available
204669.Acid345_1321	ABF40323.1	379	annotation not available
204669.Acid345_1322	ABF40324.1	145	annotation not available
204669.Acid345_1323	ABF40325.1	235	annotation not available
204669.Acid345_1324	ABF40326.1	107	annotation not available
204669.Acid345_1325	ABF40327.1	123	annotation not available
204669.Acid345_1326	nfo	328	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin
204669.Acid345_1327	ABF40329.1	248	Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed
204669.Acid345_1328	leuS	856	Belongs to the class-I aminoacyl-tRNA synthetase family. 
204669.Acid345_1329	ABF40331.1	109	annotation not available
204669.Acid345_1330	ABF40332.1	212	annotation not available
204669.Acid345_1331	ABF40333.1	406	annotation not available
204669.Acid345_1332	ABF40334.1	272	annotation not available
204669.Acid345_1333	ABF40335.1	266	annotation not available
204669.Acid345_1334	ABF40336.1	747	annotation not available
204669.Acid345_1335	ABF40337.1	710	annotation not available
204669.Acid345_1336	ABF40338.1	324	annotation not available
204669.Acid345_1337	ABF40339.1	311	annotation not available
204669.Acid345_1338	ABF40340.1	306	annotation not available
204669.Acid345_1339	ABF40341.1	284	annotation not available
204669.Acid345_1340	ABF40342.1	302	annotation not available
204669.Acid345_1341	ABF40343.1	163	annotation not available
204669.Acid345_1342	ABF40344.1	198	Belongs to the sigma-70 factor family. ECF subfamily. 
204669.Acid345_1343	ABF40345.1	613	annotation not available
204669.Acid345_1344	ABF40346.1	794	annotation not available
204669.Acid345_1345	ABF40347.1	3121	annotation not available
204669.Acid345_1346	ABF40348.1	184	annotation not available
204669.Acid345_1347	ABF40349.1	248	annotation not available
204669.Acid345_1348	ABF40350.1	552	annotation not available
204669.Acid345_1349	ubiX	197	Flavin prenyltransferase that catalyzes the synthesis of the prenylated FMN cofactor (prenyl-FMN) for 4-hydroxy-3-polyprenylbenzoic acid decarboxylase UbiD. The prenyltransferase is metal-independent and links a dimethylallyl moiety from dimethylallyl monophosphate (DMAP) to the flavin N5 and C6 atoms of FMN
204669.Acid345_1350	ABF40352.1	146	Belongs to the Nudix hydrolase family. 
204669.Acid345_1351	ABF40353.1	181	annotation not available
204669.Acid345_1352	ABF40354.1	241	annotation not available
204669.Acid345_1353	ABF40355.1	357	annotation not available
204669.Acid345_1354	ABF40356.1	647	annotation not available
204669.Acid345_1355	ABF40357.1	296	Belongs to the LysR transcriptional regulatory family. 
204669.Acid345_1356	katG	752	Bifunctional enzyme with both catalase and broad-spectrum peroxidase activity
204669.Acid345_1357	ABF40359.1	91	annotation not available
204669.Acid345_1358	ABF40360.1	157	annotation not available
204669.Acid345_1359	ABF40361.1	906	annotation not available
204669.Acid345_1360	ABF40362.1	120	annotation not available
204669.Acid345_1361	ABF40363.1	149	annotation not available
204669.Acid345_1362	ABF40364.1	495	annotation not available
204669.Acid345_1363	ABF40365.1	159	annotation not available
204669.Acid345_1364	Lipoprotein	421	annotation not available
204669.Acid345_1365	ABF40367.1	276	annotation not available
204669.Acid345_1366	ABF40368.1	491	annotation not available
204669.Acid345_1367	ABF40369.1	323	annotation not available
204669.Acid345_1368	ABF40370.1	116	annotation not available
204669.Acid345_1369	ABF40371.1	342	annotation not available
204669.Acid345_1370	ABF40372.1	151	annotation not available
204669.Acid345_1371	ABF40373.1	470	annotation not available
204669.Acid345_1372	ABF40374.1	87	annotation not available
204669.Acid345_1373	ABF40375.1	383	annotation not available
204669.Acid345_1374	ABF40376.1	245	annotation not available
204669.Acid345_1375	ABF40377.1	342	annotation not available
204669.Acid345_1376	ABF40378.1	309	annotation not available
204669.Acid345_1377	ABF40379.1	277	annotation not available
204669.Acid345_1378	ABF40380.1	352	annotation not available
204669.Acid345_1379	ABF40381.1	447	annotation not available
204669.Acid345_1380	ABF40382.1	203	annotation not available
204669.Acid345_1381	ABF40383.1	496	Belongs to the aldehyde dehydrogenase family. 
204669.Acid345_1382	ABF40384.1	163	annotation not available
204669.Acid345_1383	ABF40385.1	259	annotation not available
204669.Acid345_1384	ABF40386.1	608	annotation not available
204669.Acid345_1385	ABF40387.1	249	annotation not available
204669.Acid345_1386	ABF40388.1	176	annotation not available
204669.Acid345_1387	ABF40389.1	1490	annotation not available
204669.Acid345_1388	ABF40390.1	463	annotation not available
204669.Acid345_1389	ABF40391.1	550	annotation not available
204669.Acid345_1390	ABF40392.1	404	annotation not available
204669.Acid345_1391	ABF40393.1	375	annotation not available
204669.Acid345_1392	ABF40394.1	571	annotation not available
204669.Acid345_1393	ABF40395.1	756	annotation not available
204669.Acid345_1394	ABF40396.1	450	annotation not available
204669.Acid345_1395	ABF40397.1	288	annotation not available
204669.Acid345_1396	ABF40398.1	110	annotation not available
204669.Acid345_1397	ABF40399.1	137	Toxic component of a toxin-antitoxin (TA) system. An RNase. 
204669.Acid345_1398	ABF40400.1	93	Antitoxin component of a type II toxin-antitoxin (TA) system. 
204669.Acid345_1399	ABF40401.1	167	annotation not available
204669.Acid345_1400	ABF40402.1	204	annotation not available
204669.Acid345_1401	ABF40403.1	303	annotation not available
204669.Acid345_1402	Flotillin	489	annotation not available
204669.Acid345_1403	ABF40405.1	222	annotation not available
204669.Acid345_1404	ABF40406.1	150	annotation not available
204669.Acid345_1405	ABF40407.1	306	annotation not available
204669.Acid345_1406	ABF40408.1	459	annotation not available
204669.Acid345_1407	ABF40409.1	302	annotation not available
204669.Acid345_1408	ABF40410.1	91	annotation not available
204669.Acid345_1409	ABF40411.1	149	annotation not available
204669.Acid345_1410	hutH	516	Belongs to the PAL/histidase family
204669.Acid345_1411	ABF40413.1	296	annotation not available
204669.Acid345_1412	ABF40414.1	191	annotation not available
204669.Acid345_1413	ABF40415.1	315	annotation not available
204669.Acid345_1414	ABF40416.1	179	annotation not available
204669.Acid345_1415	ABF40417.1	871	annotation not available
204669.Acid345_1416	ABF40418.1	104	annotation not available
204669.Acid345_1417	ABF40419.1	267	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids. 
204669.Acid345_1418	ABF40420.1	307	Belongs to the CDS family
204669.Acid345_1419	dxr	418	Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4- phosphate (MEP)
204669.Acid345_1420	ABF40422.1	446	annotation not available
204669.Acid345_1421	ABF40423.1	145	annotation not available
204669.Acid345_1422	ABF40424.1	238	annotation not available
204669.Acid345_1423	ispG	413	Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME- 2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate. 
204669.Acid345_1424	ABF40426.1	155	annotation not available
204669.Acid345_1425	ABF40427.1	271	annotation not available
204669.Acid345_1426	ABF40428.1	260	Belongs to the enoyl-CoA hydratase/isomerase family. 
204669.Acid345_1427	ABF40429.1	290	annotation not available
204669.Acid345_1428	ABF40430.1	572	annotation not available
204669.Acid345_1429	ABF40431.1	177	annotation not available
204669.Acid345_1430	ABF40432.1	191	annotation not available
204669.Acid345_1431	ABF40433.1	243	annotation not available
204669.Acid345_1432	ABF40434.1	140	annotation not available
204669.Acid345_1433	ABF40435.1	159	annotation not available
204669.Acid345_1434	ABF40436.1	139	annotation not available
204669.Acid345_1435	ABF40437.1	545	annotation not available
204669.Acid345_1436	ABF40438.1	301	annotation not available
204669.Acid345_1437	ABF40439.1	262	annotation not available
204669.Acid345_1438	ABF40440.1	310	annotation not available
204669.Acid345_1439	ABF40441.1	148	annotation not available
204669.Acid345_1440	ABF40442.1	78	annotation not available
204669.Acid345_1441	ABF40443.1	583	annotation not available
204669.Acid345_1442	ABF40444.1	417	annotation not available
204669.Acid345_1443	ABF40445.1	522	Belongs to the aldehyde dehydrogenase family. 
204669.Acid345_1444	truA	257	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs
204669.Acid345_1445	ABF40447.1	690	annotation not available
204669.Acid345_1446	ABF40448.1	280	annotation not available
